date,summoner_name,rank,lp,season_points,wins,losses
22/09/01,C9 k1ng,142,55,0,10,10
22/09/01,DIG Spawn,143,55,0,9,12
22/09/01,CLG Poome,144,55,0,23,35
22/09/01,AK Pancake,145,55,0,16,25
22/09/01,Pobelter,146,55,0,29,50
22/09/01,XTN Horus,147,50,0,8,6
22/09/01,BOG B3nji,148,50,0,9,8
22/09/01,AZE 5kid,149,50,0,12,14
22/09/01,BOG Inori,150,50,0,7,10
22/09/01,100X Keel,151,50,0,26,43
22/09/01,GET Warangelus,152,50,0,37,64
22/09/01,AGT Duoking1,153,45,0,6,3
22/09/01,JK Scoooped,153,45,0,6,3
22/09/01,WIN FrostForest,155,45,0,7,6
22/09/01,UCI Cinna,156,45,0,8,7
22/09/01,MU Shady,157,45,0,8,8
22/09/01,DIG FakeGod,158,45,0,10,11
22/09/01,XTN camilo,159,45,0,12,15
22/09/01,DIG eXyu,160,45,0,12,16
22/09/01,WU Kenji,161,45,0,16,25
22/09/01,Doublelift,162,45,0,19,30
22/09/01,WC Jeremy,163,45,0,17,28
22/09/01,Creamcheese,164,45,0,55,105
22/09/01,3P Dinka,165,40,0,4,0
22/09/01,TSM Huni,166,40,0,5,3
22/09/01,DIG Blue,167,40,0,7,6
22/09/01,DIG Gamsu,168,40,0,8,12
22/09/01,INF Kz,169,40,0,15,24
22/09/01,TSM Yursan,169,40,0,10,16
22/09/01,100X DARKWINGS,171,40,0,11,18
22/09/01,BAY Seranok,172,40,0,19,35
22/09/01,AOE Zamudo,173,40,0,8,16
22/09/01,WC Toasty,174,35,0,4,1
22/09/01,WC 0 n a t,175,35,0,4,3
22/09/01,100X Sniper,176,35,0,5,4
22/09/01,CLG Triple,177,35,0,7,8
22/09/01,GTC Vakin,178,35,0,8,10
22/09/01,UCI Misterdot,179,35,0,5,7
22/09/01,MU APA,180,35,0,8,12
22/09/01,EST Acce,181,35,0,39,76
22/09/01,R7 Daiky,182,35,0,9,18
22/09/01,TL Rhino,183,30,0,4,2
22/09/01,GG Violet,184,30,0,4,3
22/09/01,EG donbray,185,30,0,6,6
22/09/01,IMA shochi,185,30,0,6,6
22/09/01,RAD Lightpulse,187,30,0,11,19
22/09/01,AK Skeeto,188,30,0,13,23
22/09/01,100 BMFX,189,25,0,3,1
22/09/01,NOT Dragoon,190,25,0,4,3
22/09/01,GG Akaadian,191,25,0,5,6
22/09/01,NOT Jishuka,192,25,0,7,9
22/09/01,SN im baekho,193,25,0,8,11
22/09/01,UCI dtro18,194,25,0,13,22
22/09/01,C9 Trevor,195,25,0,8,14
22/09/01,WC Griffin,196,25,0,17,33
22/09/01,XTN Zerito,197,25,0,10,29
22/09/01,Qit0ng,198,20,0,2,0
22/09/01,EGP Faisal,199,20,0,3,2
22/09/01,TG Qwacker,200,20,0,2,2
22/09/01,BAY Bejjaniii,201,20,0,5,6
22/09/01,MUS Getback,202,20,0,4,6
22/09/01,INF Jauny,202,20,0,6,9
22/09/01,UCI sahori,204,20,0,3,5
22/09/01,BAY Dragonmin,205,20,0,5,9
22/09/01,DARE Censored,206,20,0,3,6
22/09/01,UCI Berik,207,15,0,2,1
22/09/01,Sneaky,208,15,0,2,2
22/09/01,DIG Eclipse,209,15,0,3,4
22/09/01,SN Firetheft,210,15,0,2,3
22/09/01,ISG FIare,210,15,0,2,3
22/09/01,Goldenglue,212,15,0,5,8
22/09/01,ISG seiya,213,15,0,3,5
22/09/01,NR Pynt,213,15,0,3,5
22/09/01,AZE Aloned,215,15,0,11,19
22/09/01,300 Perry,216,15,0,5,10
22/09/01,IMA animegirl,216,15,0,3,6
22/09/01,AK Zothve,218,15,0,27,59
22/09/01,CLG Meech,219,15,0,2,7
22/09/01,EGP Doxa,220,10,0,1,0
22/09/01,C9 Fudge,220,10,0,1,0
22/09/01,WC Rhino,220,10,0,1,0
22/09/01,AnDa,220,10,0,1,0
22/09/01,ISG Gavotto,224,10,0,2,2
22/09/01,RAD Bluster,224,10,0,1,1
22/09/01,BOG dshao,224,10,0,2,2
22/09/01,YU Wally,224,10,0,1,1
22/09/01,R7 Ceo,228,10,0,3,4
22/09/01,GET Plugo,229,10,0,2,3
22/09/01,3P Munchy,229,10,0,2,3
22/09/01,ISU DrewDozer,231,10,0,1,2
22/09/01,WC Onat,232,10,0,2,5
22/09/01,BOG Tuesday,233,10,0,1,3
22/09/01,CIyde,234,10,0,7,22
22/09/01,RAD Crimson,235,5,0,1,1
22/09/01,3P Lunar2,235,5,0,1,1
22/09/01,WIN Avano,237,5,0,3,7
22/09/01,EG SkyTec,238,5,0,15,37
22/09/01,DARE Blossoms,239,5,0,4,10
22/09/01,MUS Kind,240,0,0,3,6
22/09/01,BAY SophistSage,240,0,0,1,2
22/09/01,AZE Straight,240,0,0,4,8
22/09/01,WIN Vex,243,0,0,8,17
22/09/01,ISG Follow,244,0,0,3,7
22/09/01,MU Azog,245,0,0,9,22
22/09/01,BAY Braine,246,0,0,2,5
22/09/01,ISU Tempos,246,0,0,2,5
22/09/01,WIN Mordio,248,0,0,5,14
22/09/01,NOT Blazze,249,0,0,1,3
22/09/01,TFTS Leemo,249,0,0,3,9
22/09/01,DIG Biofrost,249,0,0,2,6
22/09/01,INF Brayaron,249,0,0,4,12
22/09/01,EGP LEO99,253,0,0,1,4
22/09/01,XTN Tyr,253,0,0,2,8
22/09/01,MU Aizo,253,0,0,1,4
22/09/01,ISU Yen,256,0,0,2,9
22/09/01,AOER Nemesis9,257,0,0,2,10
22/09/01,MU Odd Orange,258,0,0,2,12
22/09/01,EGP Daption,258,0,0,1,6
22/09/01,WC Rapid,260,0,0,1,8
22/09/01,GET Fs,261,0,0,1,9
22/09/01,INF SolidSnake,262,0,0,1,11
22/09/01,DARE Snow2,263,0,0,0,4
22/09/01,TG Cozy,263,0,0,0,1
22/09/01,WIN Saint GRIMM,263,0,0,0,9
22/09/01,SN Pseudo,263,0,0,0,5
22/09/01,Mash,263,0,0,0,3
22/09/01,100X Mist,263,0,0,0,1
22/09/01,TG Links,263,0,0,0,2
22/09/01,C9 Winsome,263,0,0,0,3
22/09/01,GG Iconic,263,0,0,0,2
22/09/01,Min,263,0,0,0,1
22/09/01,3P MikeYeung,263,0,0,0,3
22/09/01,GTC SiddyWiddy,263,0,0,0,2
22/08/31,EG jojopyun,1,885,50,126,76
22/08/31,GG Olleh,2,800,40,114,69
22/08/31,EG Kaori,3,780,30,119,82
22/08/31,EG Srtty,4,740,30,109,70
22/08/31,C9 Zven,5,725,30,105,65
22/08/31,BOG RJS,6,650,20,130,130
22/08/31,TSM Mia,7,635,20,100,73
22/08/31,TL Armao,8,630,20,98,70
22/08/31,FLY Kumo,9,625,20,115,107
22/08/31,CLG Dhokla,10,605,20,91,61
22/08/31,EG Tomio,11,590,10,105,92
22/08/31,DIG River,12,565,10,73,34
22/08/31,GG Tony Top,13,535,10,99,91
22/08/31,TL Yeon,14,490,10,72,46
22/08/31,ISG ADD,15,480,10,62,28
22/08/31,FLY Tomo,16,475,10,72,49
22/08/31,SN Ariendel,17,455,10,82,73
22/08/31,IMT Lost,18,450,10,63,36
22/08/31,IMT Kenvi,19,440,10,65,42
22/08/31,FLY Josedeodo,20,440,10,78,68
22/08/31,TL Hans sama,21,435,10,64,41
22/08/31,CLG Breezy,22,435,10,80,73
22/08/31,Lourlo,23,415,10,93,103
22/08/31,TSM Takeover,24,405,10,79,80
22/08/31,IMT Arrow,25,395,10,63,47
22/08/31,AZE Dimitry,26,390,5,62,48
22/08/31,EG Smoothie,27,390,5,74,70
22/08/31,TL CoreJJ,28,385,5,59,41
22/08/31,FLY Johnsun,29,380,5,55,34
22/08/31,GG Ablazeolive,30,380,5,66,56
22/08/31,100 Busio,31,375,5,62,52
22/08/31,TL Eyla,32,355,5,55,39
22/08/31,EGP Yukino,33,355,5,61,51
22/08/31,FLY Diamond,34,340,5,72,76
22/08/31,100 Abbedagge,35,335,5,50,33
22/08/31,ISG Jelly,36,335,5,51,35
22/08/31,C9 Destiny,37,335,5,58,50
22/08/31,GG Licorice,38,330,5,49,32
22/08/31,100 Tenacity,39,330,5,55,47
22/08/31,C9 Darshan,40,320,5,63,65
22/08/31,C9 Malice,41,310,5,48,34
22/08/31,R7 Cepted,42,305,5,51,41
22/08/31,MU Niles,43,305,5,55,50
22/08/31,FLY Philip,44,305,5,63,67
22/08/31,TL Santorin,45,300,5,46,35
22/08/31,GG Pridestalkr,46,295,5,74,89
22/08/31,Stunt,47,290,5,56,56
22/08/31,100X Sword,48,290,5,57,61
22/08/31,IMA Winston,49,280,5,71,88
22/08/31,XTN Keine,50,270,5,48,44
22/08/31,DIG Neo,51,260,0,34,16
22/08/31,Gweiss,52,260,0,47,43
22/08/31,C9 Summit,53,255,0,36,23
22/08/31,CLG Jenkins,54,255,0,39,29
22/08/31,EG Impact,55,255,0,46,41
22/08/31,IMT PowerOfEvil,56,250,0,35,21
22/08/31,UCI duong pro,57,250,0,46,46
22/08/31,TSM Shenyi,58,245,0,47,45
22/08/31,TL Bjergsen,59,240,0,38,29
22/08/31,EST Bvoy,60,240,0,64,82
22/08/31,AK Leza,61,235,0,40,33
22/08/31,CLG Luger,62,235,0,49,52
22/08/31,R7 SoHwan,63,235,0,50,55
22/08/31,100 Closer,64,230,0,36,26
22/08/31,TL Bwipo,65,230,0,40,34
22/08/31,CLG Palafox,66,230,0,51,60
22/08/31,100 JimieN,67,225,0,40,36
22/08/31,AK Luci,68,220,0,50,58
22/08/31,EG Vulcan,69,215,0,33,24
22/08/31,FLY toucouille,70,210,0,45,49
22/08/31,FEAR Sketch,71,205,0,40,45
22/08/31,AZE Lonely,72,200,0,26,12
22/08/31,AK CaD,73,195,0,31,26
22/08/31,FLY Spirax,74,195,0,36,33
22/08/31,DIG Insanity,75,195,0,40,43
22/08/31,Svenskeren,76,190,0,30,22
22/08/31,JK ry0ma,77,190,0,31,24
22/08/31,C9 Isles,78,190,0,31,26
22/08/31,IMT Pretty,79,190,0,43,48
22/08/31,C9 Blaber,80,185,0,25,13
22/08/31,IMT Revenge,81,185,0,40,44
22/08/31,TSM V1per,82,180,0,32,28
22/08/31,GG Concept,83,180,0,42,49
22/08/31,100 huhi,84,180,0,42,50
22/08/31,TSM Instinct,85,175,0,50,65
22/08/31,IMT Xerxe,86,170,0,27,20
22/08/31,C9 Berserker,87,165,0,27,22
22/08/31,AK Hoglet,88,160,0,26,22
22/08/31,EG Inspired,89,160,0,29,26
22/08/31,C9 Jensen,90,160,0,32,36
22/08/31,R7 Oddie,91,155,0,25,20
22/08/31,TL Haeri,92,155,0,37,49
22/08/31,ISG Grell,93,150,0,36,42
22/08/31,CLG RoseThorn,94,145,0,22,15
22/08/31,GG Stixxay,95,140,0,21,19
22/08/31,FLY aphromoo,96,140,0,31,35
22/08/31,EST Lyg,97,140,0,45,66
22/08/31,DIG JayJ,98,135,0,21,15
22/08/31,100 FBI,99,135,0,27,28
22/08/31,WC Strompest,100,135,0,37,52
22/08/31,INF cody,101,130,0,27,29
22/08/31,IMT Joey,102,130,0,33,40
22/08/31,C9 Copy,103,125,0,15,5
22/08/31,IMT Dardoch,104,125,0,20,15
22/08/31,TSM Tactical,105,120,0,20,16
22/08/31,TL Bradley,106,120,0,37,51
22/08/31,IMT WildTurtle,107,115,0,22,21
22/08/31,CLG Contractz,108,110,0,13,4
22/08/31,NOT 5fire,109,110,0,17,12
22/08/31,C9 Wixxi,110,110,0,21,22
22/08/31,GG Array,111,105,0,31,42
22/08/31,Keith,112,105,0,30,42
22/08/31,300 Minui,113,100,0,16,14
22/08/31,3P Messages,114,95,0,14,11
22/08/31,XTN Bardito,115,95,0,20,23
22/08/31,GET Fix,116,95,0,38,59
22/08/31,IMT Chad,117,90,0,18,18
22/08/31,INF Ackerman,118,90,0,18,20
22/08/31,GG Chime,119,85,0,16,15
22/08/31,TA Nightstar,120,85,0,24,35
22/08/31,NOT Gryffinn,121,85,0,24,37
22/08/31,TSM Hyper,122,80,0,11,7
22/08/31,CLG Prismal,123,80,0,21,26
22/08/31,FLY Yuuji,124,80,0,28,40
22/08/31,XTN Archer,125,80,0,29,46
22/08/31,UCI Kim Down,126,75,0,11,8
22/08/31,100 Ssumday,127,75,0,23,33
22/08/31,FEAR Trixter,128,70,0,10,7
22/08/31,300 Raheen,129,70,0,11,8
22/08/31,TA Chookies,130,70,0,12,11
22/08/31,TSM Keaiduo,131,65,0,7,3
22/08/31,C9 Qit0ng,132,65,0,19,28
22/08/31,DARE Enigma,133,60,0,9,7
22/08/31,SN Saico,134,60,0,15,20
22/08/31,R7 Slow,135,60,0,18,25
22/08/31,WC Crazy Goose,136,60,0,28,44
22/08/31,EG Soligo,137,60,0,25,40
22/08/31,TA Dec0y,138,60,0,20,33
22/08/31,TSM Spica,139,55,0,8,5
22/08/31,CLG Solo,139,55,0,8,5
22/08/31,EG Danny,141,55,0,9,7
22/08/31,C9 k1ng,142,55,0,10,10
22/08/31,DIG Spawn,143,55,0,9,12
22/08/31,CLG Poome,144,55,0,23,35
22/08/31,AK Pancake,145,55,0,16,25
22/08/31,Pobelter,146,55,0,29,50
22/08/31,XTN Horus,147,50,0,8,6
22/08/31,BOG B3nji,148,50,0,9,8
22/08/31,AZE 5kid,149,50,0,12,14
22/08/31,BOG Inori,150,50,0,7,10
22/08/31,100X Keel,151,50,0,26,43
22/08/31,GET Warangelus,152,50,0,37,64
22/08/31,AGT Duoking1,153,45,0,6,3
22/08/31,JK Scoooped,153,45,0,6,3
22/08/31,WIN FrostForest,155,45,0,7,6
22/08/31,UCI Cinna,156,45,0,8,7
22/08/31,MU Shady,157,45,0,8,8
22/08/31,DIG FakeGod,158,45,0,10,11
22/08/31,XTN camilo,159,45,0,12,15
22/08/31,DIG eXyu,160,45,0,12,16
22/08/31,WU Kenji,161,45,0,16,25
22/08/31,Doublelift,162,45,0,19,30
22/08/31,WC Jeremy,163,45,0,17,28
22/08/31,Creamcheese,164,45,0,55,105
22/08/31,3P Dinka,165,40,0,4,0
22/08/31,TSM Huni,166,40,0,5,3
22/08/31,DIG Blue,167,40,0,7,6
22/08/31,DIG Gamsu,168,40,0,8,12
22/08/31,INF Kz,169,40,0,15,24
22/08/31,TSM Yursan,169,40,0,10,16
22/08/31,100X DARKWINGS,171,40,0,11,18
22/08/31,BAY Seranok,172,40,0,19,35
22/08/31,AOE Zamudo,173,40,0,8,16
22/08/31,WC Toasty,174,35,0,4,1
22/08/31,WC 0 n a t,175,35,0,4,3
22/08/31,100X Sniper,176,35,0,5,4
22/08/31,CLG Triple,177,35,0,7,8
22/08/31,GTC Vakin,178,35,0,8,10
22/08/31,UCI Misterdot,179,35,0,5,7
22/08/31,MU APA,180,35,0,8,12
22/08/31,EST Acce,181,35,0,39,76
22/08/31,R7 Daiky,182,35,0,9,18
22/08/31,TL Rhino,183,30,0,4,2
22/08/31,GG Violet,184,30,0,4,3
22/08/31,EG donbray,185,30,0,6,6
22/08/31,IMA shochi,185,30,0,6,6
22/08/31,RAD Lightpulse,187,30,0,11,19
22/08/31,AK Skeeto,188,30,0,13,23
22/08/31,100 BMFX,189,25,0,3,1
22/08/31,NOT Dragoon,190,25,0,4,3
22/08/31,GG Akaadian,191,25,0,5,6
22/08/31,NOT Jishuka,192,25,0,7,9
22/08/31,SN im baekho,193,25,0,8,11
22/08/31,UCI dtro18,194,25,0,13,22
22/08/31,C9 Trevor,195,25,0,8,14
22/08/31,WC Griffin,196,25,0,17,33
22/08/31,XTN Zerito,197,25,0,10,29
22/08/31,Qit0ng,198,20,0,2,0
22/08/31,EGP Faisal,199,20,0,3,2
22/08/31,TG Qwacker,200,20,0,2,2
22/08/31,BAY Bejjaniii,201,20,0,5,6
22/08/31,MUS Getback,202,20,0,4,6
22/08/31,INF Jauny,202,20,0,6,9
22/08/31,UCI sahori,204,20,0,3,5
22/08/31,BAY Dragonmin,205,20,0,5,9
22/08/31,DARE Censored,206,20,0,3,6
22/08/31,UCI Berik,207,15,0,2,1
22/08/31,Sneaky,208,15,0,2,2
22/08/31,DIG Eclipse,209,15,0,3,4
22/08/31,SN Firetheft,210,15,0,2,3
22/08/31,ISG FIare,210,15,0,2,3
22/08/31,Goldenglue,212,15,0,5,8
22/08/31,ISG seiya,213,15,0,3,5
22/08/31,NR Pynt,213,15,0,3,5
22/08/31,AZE Aloned,215,15,0,11,19
22/08/31,300 Perry,216,15,0,5,10
22/08/31,IMA animegirl,216,15,0,3,6
22/08/31,AK Zothve,218,15,0,27,59
22/08/31,CLG Meech,219,15,0,2,7
22/08/31,EGP Doxa,220,10,0,1,0
22/08/31,C9 Fudge,220,10,0,1,0
22/08/31,WC Rhino,220,10,0,1,0
22/08/31,AnDa,220,10,0,1,0
22/08/31,ISG Gavotto,224,10,0,2,2
22/08/31,RAD Bluster,224,10,0,1,1
22/08/31,BOG dshao,224,10,0,2,2
22/08/31,YU Wally,224,10,0,1,1
22/08/31,R7 Ceo,228,10,0,3,4
22/08/31,GET Plugo,229,10,0,2,3
22/08/31,3P Munchy,229,10,0,2,3
22/08/31,ISU DrewDozer,231,10,0,1,2
22/08/31,WC Onat,232,10,0,2,5
22/08/31,BOG Tuesday,233,10,0,1,3
22/08/31,CIyde,234,10,0,7,22
22/08/31,RAD Crimson,235,5,0,1,1
22/08/31,3P Lunar2,235,5,0,1,1
22/08/31,WIN Avano,237,5,0,3,7
22/08/31,EG SkyTec,238,5,0,15,37
22/08/31,DARE Blossoms,239,5,0,4,10
22/08/31,MUS Kind,240,0,0,3,6
22/08/31,BAY SophistSage,240,0,0,1,2
22/08/31,AZE Straight,240,0,0,4,8
22/08/31,WIN Vex,243,0,0,8,17
22/08/31,ISG Follow,244,0,0,3,7
22/08/31,MU Azog,245,0,0,9,22
22/08/31,BAY Braine,246,0,0,2,5
22/08/31,ISU Tempos,246,0,0,2,5
22/08/31,WIN Mordio,248,0,0,5,14
22/08/31,NOT Blazze,249,0,0,1,3
22/08/31,TFTS Leemo,249,0,0,3,9
22/08/31,DIG Biofrost,249,0,0,2,6
22/08/31,INF Brayaron,249,0,0,4,12
22/08/31,EGP LEO99,253,0,0,1,4
22/08/31,XTN Tyr,253,0,0,2,8
22/08/31,MU Aizo,253,0,0,1,4
22/08/31,ISU Yen,256,0,0,2,9
22/08/31,AOER Nemesis9,257,0,0,2,10
22/08/31,MU Odd Orange,258,0,0,2,12
22/08/31,EGP Daption,258,0,0,1,6
22/08/31,WC Rapid,260,0,0,1,8
22/08/31,GET Fs,261,0,0,1,9
22/08/31,INF SolidSnake,262,0,0,1,11
22/08/31,DARE Snow2,263,0,0,0,4
22/08/31,TG Cozy,263,0,0,0,1
22/08/31,WIN Saint GRIMM,263,0,0,0,9
22/08/31,SN Pseudo,263,0,0,0,5
22/08/31,Mash,263,0,0,0,3
22/08/31,100X Mist,263,0,0,0,1
22/08/31,TG Links,263,0,0,0,2
22/08/31,C9 Winsome,263,0,0,0,3
22/08/31,GG Iconic,263,0,0,0,2
22/08/31,Min,263,0,0,0,1
22/08/31,3P MikeYeung,263,0,0,0,3
22/08/31,GTC SiddyWiddy,263,0,0,0,2
22/08/30,EG jojopyun,1,885,50,126,76
22/08/30,GG Olleh,2,800,40,114,69
22/08/30,EG Kaori,3,780,30,119,82
22/08/30,EG Srtty,4,740,30,109,70
22/08/30,C9 Zven,5,725,30,105,65
22/08/30,BOG RJS,6,650,20,130,130
22/08/30,TSM Mia,7,635,20,100,73
22/08/30,TL Armao,8,630,20,98,70
22/08/30,FLY Kumo,9,625,20,115,107
22/08/30,CLG Dhokla,10,605,20,91,61
22/08/30,EG Tomio,11,590,10,105,92
22/08/30,DIG River,12,565,10,73,34
22/08/30,GG Tony Top,13,535,10,99,91
22/08/30,TL Yeon,14,490,10,72,46
22/08/30,ISG ADD,15,480,10,62,28
22/08/30,FLY Tomo,16,475,10,72,49
22/08/30,SN Ariendel,17,455,10,82,73
22/08/30,IMT Lost,18,450,10,63,36
22/08/30,IMT Kenvi,19,440,10,65,42
22/08/30,FLY Josedeodo,20,440,10,78,68
22/08/30,TL Hans sama,21,435,10,64,41
22/08/30,CLG Breezy,22,435,10,80,73
22/08/30,Lourlo,23,415,10,93,103
22/08/30,TSM Takeover,24,405,10,79,80
22/08/30,IMT Arrow,25,395,10,63,47
22/08/30,AZE Dimitry,26,390,5,62,48
22/08/30,EG Smoothie,27,390,5,74,70
22/08/30,TL CoreJJ,28,385,5,59,41
22/08/30,FLY Johnsun,29,380,5,55,34
22/08/30,GG Ablazeolive,30,380,5,66,56
22/08/30,100 Busio,31,375,5,62,52
22/08/30,TL Eyla,32,355,5,55,39
22/08/30,EGP Yukino,33,355,5,61,51
22/08/30,FLY Diamond,34,340,5,72,76
22/08/30,100 Abbedagge,35,335,5,50,33
22/08/30,ISG Jelly,36,335,5,51,35
22/08/30,C9 Destiny,37,335,5,58,50
22/08/30,GG Licorice,38,330,5,49,32
22/08/30,100 Tenacity,39,330,5,55,47
22/08/30,C9 Darshan,40,320,5,63,65
22/08/30,C9 Malice,41,310,5,48,34
22/08/30,R7 Cepted,42,305,5,51,41
22/08/30,MU Niles,43,305,5,55,50
22/08/30,FLY Philip,44,305,5,63,67
22/08/30,TL Santorin,45,300,5,46,35
22/08/30,GG Pridestalkr,46,295,5,74,89
22/08/30,Stunt,47,290,5,56,56
22/08/30,100X Sword,48,290,5,57,61
22/08/30,IMA Winston,49,280,5,71,88
22/08/30,XTN Keine,50,270,5,48,44
22/08/30,DIG Neo,51,260,0,34,16
22/08/30,Gweiss,52,260,0,47,43
22/08/30,C9 Summit,53,255,0,36,23
22/08/30,CLG Jenkins,54,255,0,39,29
22/08/30,EG Impact,55,255,0,46,41
22/08/30,IMT PowerOfEvil,56,250,0,35,21
22/08/30,UCI duong pro,57,250,0,46,46
22/08/30,TSM Shenyi,58,245,0,47,45
22/08/30,TL Bjergsen,59,240,0,38,29
22/08/30,EST Bvoy,60,240,0,64,82
22/08/30,AK Leza,61,235,0,40,33
22/08/30,CLG Luger,62,235,0,49,52
22/08/30,R7 SoHwan,63,235,0,50,55
22/08/30,100 Closer,64,230,0,36,26
22/08/30,TL Bwipo,65,230,0,40,34
22/08/30,CLG Palafox,66,230,0,51,60
22/08/30,100 JimieN,67,225,0,40,36
22/08/30,AK Luci,68,220,0,50,58
22/08/30,EG Vulcan,69,215,0,33,24
22/08/30,FLY toucouille,70,210,0,45,49
22/08/30,FEAR Sketch,71,205,0,40,45
22/08/30,AZE Lonely,72,200,0,26,12
22/08/30,AK CaD,73,195,0,31,26
22/08/30,FLY Spirax,74,195,0,36,33
22/08/30,DIG Insanity,75,195,0,40,43
22/08/30,Svenskeren,76,190,0,30,22
22/08/30,JK ry0ma,77,190,0,31,24
22/08/30,C9 Isles,78,190,0,31,26
22/08/30,IMT Pretty,79,190,0,43,48
22/08/30,C9 Blaber,80,185,0,25,13
22/08/30,IMT Revenge,81,185,0,40,44
22/08/30,TSM V1per,82,180,0,32,28
22/08/30,GG Concept,83,180,0,42,49
22/08/30,100 huhi,84,180,0,42,50
22/08/30,TSM Instinct,85,175,0,50,65
22/08/30,IMT Xerxe,86,170,0,27,20
22/08/30,C9 Berserker,87,165,0,27,22
22/08/30,AK Hoglet,88,160,0,26,22
22/08/30,EG Inspired,89,160,0,29,26
22/08/30,C9 Jensen,90,160,0,32,36
22/08/30,R7 Oddie,91,155,0,25,20
22/08/30,TL Haeri,92,155,0,37,49
22/08/30,ISG Grell,93,150,0,36,42
22/08/30,CLG RoseThorn,94,145,0,22,15
22/08/30,GG Stixxay,95,140,0,21,19
22/08/30,FLY aphromoo,96,140,0,31,35
22/08/30,EST Lyg,97,140,0,45,66
22/08/30,DIG JayJ,98,135,0,21,15
22/08/30,100 FBI,99,135,0,27,28
22/08/30,WC Strompest,100,135,0,37,52
22/08/30,INF cody,101,130,0,27,29
22/08/30,IMT Joey,102,130,0,33,40
22/08/30,C9 Copy,103,125,0,15,5
22/08/30,IMT Dardoch,104,125,0,20,15
22/08/30,TSM Tactical,105,120,0,20,16
22/08/30,TL Bradley,106,120,0,37,51
22/08/30,IMT WildTurtle,107,115,0,22,21
22/08/30,CLG Contractz,108,110,0,13,4
22/08/30,NOT 5fire,109,110,0,17,12
22/08/30,C9 Wixxi,110,110,0,21,22
22/08/30,GG Array,111,105,0,31,42
22/08/30,Keith,112,105,0,30,42
22/08/30,300 Minui,113,100,0,16,14
22/08/30,3P Messages,114,95,0,14,11
22/08/30,XTN Bardito,115,95,0,20,23
22/08/30,GET Fix,116,95,0,38,59
22/08/30,IMT Chad,117,90,0,18,18
22/08/30,INF Ackerman,118,90,0,18,20
22/08/30,GG Chime,119,85,0,16,15
22/08/30,TA Nightstar,120,85,0,24,35
22/08/30,NOT Gryffinn,121,85,0,24,37
22/08/30,TSM Hyper,122,80,0,11,7
22/08/30,CLG Prismal,123,80,0,21,26
22/08/30,FLY Yuuji,124,80,0,28,40
22/08/30,XTN Archer,125,80,0,29,46
22/08/30,UCI Kim Down,126,75,0,11,8
22/08/30,100 Ssumday,127,75,0,23,33
22/08/30,FEAR Trixter,128,70,0,10,7
22/08/30,300 Raheen,129,70,0,11,8
22/08/30,TA Chookies,130,70,0,12,11
22/08/30,TSM Keaiduo,131,65,0,7,3
22/08/30,C9 Qit0ng,132,65,0,19,28
22/08/30,DARE Enigma,133,60,0,9,7
22/08/30,SN Saico,134,60,0,15,20
22/08/30,R7 Slow,135,60,0,18,25
22/08/30,WC Crazy Goose,136,60,0,28,44
22/08/30,EG Soligo,137,60,0,25,40
22/08/30,TA Dec0y,138,60,0,20,33
22/08/30,TSM Spica,139,55,0,8,5
22/08/30,CLG Solo,139,55,0,8,5
22/08/30,EG Danny,141,55,0,9,7
22/08/30,C9 k1ng,142,55,0,10,10
22/08/30,DIG Spawn,143,55,0,9,12
22/08/30,CLG Poome,144,55,0,23,35
22/08/30,AK Pancake,145,55,0,16,25
22/08/30,Pobelter,146,55,0,29,50
22/08/30,XTN Horus,147,50,0,8,6
22/08/30,BOG B3nji,148,50,0,9,8
22/08/30,AZE 5kid,149,50,0,12,14
22/08/30,BOG Inori,150,50,0,7,10
22/08/30,100X Keel,151,50,0,26,43
22/08/30,GET Warangelus,152,50,0,37,64
22/08/30,AGT Duoking1,153,45,0,6,3
22/08/30,JK Scoooped,153,45,0,6,3
22/08/30,WIN FrostForest,155,45,0,7,6
22/08/30,UCI Cinna,156,45,0,8,7
22/08/30,MU Shady,157,45,0,8,8
22/08/30,DIG FakeGod,158,45,0,10,11
22/08/30,XTN camilo,159,45,0,12,15
22/08/30,DIG eXyu,160,45,0,12,16
22/08/30,WU Kenji,161,45,0,16,25
22/08/30,Doublelift,162,45,0,19,30
22/08/30,WC Jeremy,163,45,0,17,28
22/08/30,Creamcheese,164,45,0,55,105
22/08/30,3P Dinka,165,40,0,4,0
22/08/30,TSM Huni,166,40,0,5,3
22/08/30,DIG Blue,167,40,0,7,6
22/08/30,DIG Gamsu,168,40,0,8,12
22/08/30,INF Kz,169,40,0,15,24
22/08/30,TSM Yursan,169,40,0,10,16
22/08/30,100X DARKWINGS,171,40,0,11,18
22/08/30,BAY Seranok,172,40,0,19,35
22/08/30,AOE Zamudo,173,40,0,8,16
22/08/30,WC Toasty,174,35,0,4,1
22/08/30,WC 0 n a t,175,35,0,4,3
22/08/30,100X Sniper,176,35,0,5,4
22/08/30,CLG Triple,177,35,0,7,8
22/08/30,GTC Vakin,178,35,0,8,10
22/08/30,UCI Misterdot,179,35,0,5,7
22/08/30,MU APA,180,35,0,8,12
22/08/30,EST Acce,181,35,0,39,76
22/08/30,R7 Daiky,182,35,0,9,18
22/08/30,TL Rhino,183,30,0,4,2
22/08/30,GG Violet,184,30,0,4,3
22/08/30,EG donbray,185,30,0,6,6
