date,summoner_name,rank,lp,season_points,wins,losses
23/07/08,GG Licorice,38,330,5,49,32
23/07/08,100 Tenacity,39,330,5,55,47
23/07/08,C9 Darshan,40,320,5,63,65
23/07/08,C9 Malice,41,310,5,48,34
23/07/08,R7 Cepted,42,305,5,51,41
23/07/08,MU Niles,43,305,5,55,50
23/07/08,FLY Philip,44,305,5,63,67
23/07/08,TL Santorin,45,300,5,46,35
23/07/08,GG Pridestalkr,46,295,5,74,89
23/07/08,Stunt,47,290,5,56,56
23/07/08,100X Sword,48,290,5,57,61
23/07/08,IMA Winston,49,280,5,71,88
23/07/08,XTN Keine,50,270,5,48,44
23/07/08,DIG Neo,51,260,0,34,16
23/07/08,Gweiss,52,260,0,47,43
23/07/08,C9 Summit,53,255,0,36,23
23/07/08,CLG Jenkins,54,255,0,39,29
23/07/08,EG Impact,55,255,0,46,41
23/07/08,IMT PowerOfEvil,56,250,0,35,21
23/07/08,UCI duong pro,57,250,0,46,46
23/07/08,TSM Shenyi,58,245,0,47,45
23/07/08,TL Bjergsen,59,240,0,38,29
23/07/08,EST Bvoy,60,240,0,64,82
23/07/08,AK Leza,61,235,0,40,33
23/07/08,CLG Luger,62,235,0,49,52
23/07/08,R7 SoHwan,63,235,0,50,55
23/07/08,100 Closer,64,230,0,36,26
23/07/08,TL Bwipo,65,230,0,40,34
23/07/08,CLG Palafox,66,230,0,51,60
23/07/08,100 JimieN,67,225,0,40,36
23/07/08,AK Luci,68,220,0,50,58
23/07/08,EG Vulcan,69,215,0,33,24
23/07/08,FLY toucouille,70,210,0,45,49
23/07/08,FEAR Sketch,71,205,0,40,45
23/07/08,AZE Lonely,72,200,0,26,12
23/07/08,AK CaD,73,195,0,31,26
23/07/08,FLY Spirax,74,195,0,36,33
23/07/08,DIG Insanity,75,195,0,40,43
23/07/08,Svenskeren,76,190,0,30,22
23/07/08,JK ry0ma,77,190,0,31,24
23/07/08,C9 Isles,78,190,0,31,26
23/07/08,IMT Pretty,79,190,0,43,48
23/07/08,C9 Blaber,80,185,0,25,13
23/07/08,IMT Revenge,81,185,0,40,44
23/07/08,TSM V1per,82,180,0,32,28
23/07/08,GG Concept,83,180,0,42,49
23/07/08,100 huhi,84,180,0,42,50
23/07/08,TSM Instinct,85,175,0,50,65
23/07/08,IMT Xerxe,86,170,0,27,20
23/07/08,C9 Berserker,87,165,0,27,22
23/07/08,AK Hoglet,88,160,0,26,22
23/07/08,EG Inspired,89,160,0,29,26
23/07/08,C9 Jensen,90,160,0,32,36
23/07/08,R7 Oddie,91,155,0,25,20
23/07/08,TL Haeri,92,155,0,37,49
23/07/08,ISG Grell,93,150,0,36,42
23/07/08,CLG RoseThorn,94,145,0,22,15
23/07/08,GG Stixxay,95,140,0,21,19
23/07/08,FLY aphromoo,96,140,0,31,35
23/07/08,EST Lyg,97,140,0,45,66
23/07/08,DIG JayJ,98,135,0,21,15
23/07/08,100 FBI,99,135,0,27,28
23/07/08,WC Strompest,100,135,0,37,52
23/07/08,INF cody,101,130,0,27,29
23/07/08,IMT Joey,102,130,0,33,40
23/07/08,C9 Copy,103,125,0,15,5
23/07/08,IMT Dardoch,104,125,0,20,15
23/07/08,TSM Tactical,105,120,0,20,16
23/07/08,TL Bradley,106,120,0,37,51
23/07/08,IMT WildTurtle,107,115,0,22,21
23/07/08,CLG Contractz,108,110,0,13,4
23/07/08,NOT 5fire,109,110,0,17,12
23/07/08,C9 Wixxi,110,110,0,21,22
23/07/08,GG Array,111,105,0,31,42
23/07/08,Keith,112,105,0,30,42
23/07/08,300 Minui,113,100,0,16,14
23/07/08,3P Messages,114,95,0,14,11
23/07/08,XTN Bardito,115,95,0,20,23
23/07/08,GET Fix,116,95,0,38,59
23/07/08,IMT Chad,117,90,0,18,18
23/07/08,INF Ackerman,118,90,0,18,20
23/07/08,GG Chime,119,85,0,16,15
23/07/08,TA Nightstar,120,85,0,24,35
23/07/08,NOT Gryffinn,121,85,0,24,37
23/07/08,TSM Hyper,122,80,0,11,7
23/07/08,CLG Prismal,123,80,0,21,26
23/07/08,FLY Yuuji,124,80,0,28,40
23/07/08,XTN Archer,125,80,0,29,46
23/07/08,UCI Kim Down,126,75,0,11,8
23/07/08,100 Ssumday,127,75,0,23,33
23/07/08,FEAR Trixter,128,70,0,10,7
23/07/08,300 Raheen,129,70,0,11,8
23/07/08,TA Chookies,130,70,0,12,11
23/07/08,TSM Keaiduo,131,65,0,7,3
23/07/08,C9 Qit0ng,132,65,0,19,28
23/07/08,DARE Enigma,133,60,0,9,7
23/07/08,SN Saico,134,60,0,15,20
23/07/08,R7 Slow,135,60,0,18,25
23/07/08,WC Crazy Goose,136,60,0,28,44
23/07/08,EG Soligo,137,60,0,25,40
23/07/08,TA Dec0y,138,60,0,20,33
23/07/08,TSM Spica,139,55,0,8,5
23/07/08,CLG Solo,139,55,0,8,5
23/07/08,EG Danny,141,55,0,9,7
23/07/08,C9 k1ng,142,55,0,10,10
23/07/08,DIG Spawn,143,55,0,9,12
23/07/08,CLG Poome,144,55,0,23,35
23/07/08,AK Pancake,145,55,0,16,25
23/07/08,Pobelter,146,55,0,29,50
23/07/08,XTN Horus,147,50,0,8,6
23/07/08,BOG B3nji,148,50,0,9,8
23/07/08,AZE 5kid,149,50,0,12,14
23/07/08,BOG Inori,150,50,0,7,10
23/07/08,100X Keel,151,50,0,26,43
23/07/08,GET Warangelus,152,50,0,37,64
23/07/08,AGT Duoking1,153,45,0,6,3
23/07/08,JK Scoooped,153,45,0,6,3
23/07/08,WIN FrostForest,155,45,0,7,6
23/07/08,UCI Cinna,156,45,0,8,7
23/07/08,MU Shady,157,45,0,8,8
23/07/08,DIG FakeGod,158,45,0,10,11
23/07/08,XTN camilo,159,45,0,12,15
23/07/08,DIG eXyu,160,45,0,12,16
23/07/08,WU Kenji,161,45,0,16,25
23/07/08,Doublelift,162,45,0,19,30
23/07/08,WC Jeremy,163,45,0,17,28
23/07/08,Creamcheese,164,45,0,55,105
23/07/08,3P Dinka,165,40,0,4,0
23/07/08,TSM Huni,166,40,0,5,3
23/07/08,DIG Blue,167,40,0,7,6
23/07/08,DIG Gamsu,168,40,0,8,12
23/07/08,INF Kz,169,40,0,15,24
23/07/08,TSM Yursan,169,40,0,10,16
23/07/08,100X DARKWINGS,171,40,0,11,18
23/07/08,BAY Seranok,172,40,0,19,35
23/07/08,AOE Zamudo,173,40,0,8,16
23/07/08,WC Toasty,174,35,0,4,1
23/07/08,WC 0 n a t,175,35,0,4,3
23/07/08,100X Sniper,176,35,0,5,4
23/07/08,CLG Triple,177,35,0,7,8
23/07/08,GTC Vakin,178,35,0,8,10
23/07/08,UCI Misterdot,179,35,0,5,7
23/07/08,MU APA,180,35,0,8,12
23/07/08,EST Acce,181,35,0,39,76
23/07/08,R7 Daiky,182,35,0,9,18
23/07/08,TL Rhino,183,30,0,4,2
23/07/08,GG Violet,184,30,0,4,3
23/07/08,EG donbray,185,30,0,6,6
23/07/08,IMA shochi,185,30,0,6,6
23/07/08,RAD Lightpulse,187,30,0,11,19
23/07/08,AK Skeeto,188,30,0,13,23
23/07/08,100 BMFX,189,25,0,3,1
23/07/08,NOT Dragoon,190,25,0,4,3
23/07/08,GG Akaadian,191,25,0,5,6
23/07/08,NOT Jishuka,192,25,0,7,9
23/07/08,SN im baekho,193,25,0,8,11
23/07/08,UCI dtro18,194,25,0,13,22
23/07/08,C9 Trevor,195,25,0,8,14
23/07/08,WC Griffin,196,25,0,17,33
23/07/08,XTN Zerito,197,25,0,10,29
23/07/08,Qit0ng,198,20,0,2,0
23/07/08,EGP Faisal,199,20,0,3,2
23/07/08,TG Qwacker,200,20,0,2,2
23/07/08,BAY Bejjaniii,201,20,0,5,6
23/07/08,MUS Getback,202,20,0,4,6
23/07/08,INF Jauny,202,20,0,6,9
23/07/08,UCI sahori,204,20,0,3,5
23/07/08,BAY Dragonmin,205,20,0,5,9
23/07/08,DARE Censored,206,20,0,3,6
23/07/08,UCI Berik,207,15,0,2,1
23/07/08,Sneaky,208,15,0,2,2
23/07/08,DIG Eclipse,209,15,0,3,4
23/07/08,SN Firetheft,210,15,0,2,3
23/07/08,ISG FIare,210,15,0,2,3
23/07/08,Goldenglue,212,15,0,5,8
23/07/08,ISG seiya,213,15,0,3,5
23/07/08,NR Pynt,213,15,0,3,5
23/07/08,AZE Aloned,215,15,0,11,19
23/07/08,300 Perry,216,15,0,5,10
23/07/08,IMA animegirl,216,15,0,3,6
23/07/08,AK Zothve,218,15,0,27,59
23/07/08,CLG Meech,219,15,0,2,7
23/07/08,EGP Doxa,220,10,0,1,0
23/07/08,C9 Fudge,220,10,0,1,0
23/07/08,WC Rhino,220,10,0,1,0
23/07/08,AnDa,220,10,0,1,0
23/07/08,ISG Gavotto,224,10,0,2,2
23/07/08,RAD Bluster,224,10,0,1,1
23/07/08,BOG dshao,224,10,0,2,2
23/07/08,YU Wally,224,10,0,1,1
23/07/08,R7 Ceo,228,10,0,3,4
23/07/08,GET Plugo,229,10,0,2,3
23/07/08,3P Munchy,229,10,0,2,3
23/07/08,ISU DrewDozer,231,10,0,1,2
23/07/08,WC Onat,232,10,0,2,5
23/07/08,BOG Tuesday,233,10,0,1,3
23/07/08,CIyde,234,10,0,7,22
23/07/08,RAD Crimson,235,5,0,1,1
23/07/08,3P Lunar2,235,5,0,1,1
23/07/08,WIN Avano,237,5,0,3,7
23/07/08,EG SkyTec,238,5,0,15,37
23/07/08,DARE Blossoms,239,5,0,4,10
23/07/08,MUS Kind,240,0,0,3,6
23/07/08,BAY SophistSage,240,0,0,1,2
23/07/08,AZE Straight,240,0,0,4,8
23/07/08,WIN Vex,243,0,0,8,17
23/07/08,ISG Follow,244,0,0,3,7
23/07/08,MU Azog,245,0,0,9,22
23/07/08,BAY Braine,246,0,0,2,5
23/07/08,ISU Tempos,246,0,0,2,5
23/07/08,WIN Mordio,248,0,0,5,14
23/07/08,NOT Blazze,249,0,0,1,3
23/07/08,TFTS Leemo,249,0,0,3,9
23/07/08,DIG Biofrost,249,0,0,2,6
23/07/08,INF Brayaron,249,0,0,4,12
23/07/08,EGP LEO99,253,0,0,1,4
23/07/08,XTN Tyr,253,0,0,2,8
23/07/08,MU Aizo,253,0,0,1,4
23/07/08,ISU Yen,256,0,0,2,9
23/07/08,AOER Nemesis9,257,0,0,2,10
23/07/08,MU Odd Orange,258,0,0,2,12
23/07/08,EGP Daption,258,0,0,1,6
23/07/08,WC Rapid,260,0,0,1,8
23/07/08,GET Fs,261,0,0,1,9
23/07/08,INF SolidSnake,262,0,0,1,11
23/07/08,DARE Snow2,263,0,0,0,4
23/07/08,TG Cozy,263,0,0,0,1
23/07/08,WIN Saint GRIMM,263,0,0,0,9
23/07/08,SN Pseudo,263,0,0,0,5
23/07/08,Mash,263,0,0,0,3
23/07/08,100X Mist,263,0,0,0,1
23/07/08,TG Links,263,0,0,0,2
23/07/08,C9 Winsome,263,0,0,0,3
23/07/08,GG Iconic,263,0,0,0,2
23/07/08,Min,263,0,0,0,1
23/07/08,3P MikeYeung,263,0,0,0,3
23/07/08,GTC SiddyWiddy,263,0,0,0,2
23/07/07,EG jojopyun,1,885,50,126,76
23/07/07,GG Olleh,2,800,40,114,69
23/07/07,EG Kaori,3,780,30,119,82
23/07/07,EG Srtty,4,740,30,109,70
23/07/07,C9 Zven,5,725,30,105,65
23/07/07,BOG RJS,6,650,20,130,130
23/07/07,TSM Mia,7,635,20,100,73
23/07/07,TL Armao,8,630,20,98,70
23/07/07,FLY Kumo,9,625,20,115,107
23/07/07,CLG Dhokla,10,605,20,91,61
23/07/07,EG Tomio,11,590,10,105,92
23/07/07,DIG River,12,565,10,73,34
23/07/07,GG Tony Top,13,535,10,99,91
23/07/07,TL Yeon,14,490,10,72,46
23/07/07,ISG ADD,15,480,10,62,28
23/07/07,FLY Tomo,16,475,10,72,49
23/07/07,SN Ariendel,17,455,10,82,73
23/07/07,IMT Lost,18,450,10,63,36
23/07/07,IMT Kenvi,19,440,10,65,42
23/07/07,FLY Josedeodo,20,440,10,78,68
23/07/07,TL Hans sama,21,435,10,64,41
23/07/07,CLG Breezy,22,435,10,80,73
23/07/07,Lourlo,23,415,10,93,103
23/07/07,TSM Takeover,24,405,10,79,80
23/07/07,IMT Arrow,25,395,10,63,47
23/07/07,AZE Dimitry,26,390,5,62,48
23/07/07,EG Smoothie,27,390,5,74,70
23/07/07,TL CoreJJ,28,385,5,59,41
23/07/07,FLY Johnsun,29,380,5,55,34
23/07/07,GG Ablazeolive,30,380,5,66,56
23/07/07,100 Busio,31,375,5,62,52
23/07/07,TL Eyla,32,355,5,55,39
23/07/07,EGP Yukino,33,355,5,61,51
23/07/07,FLY Diamond,34,340,5,72,76
23/07/07,100 Abbedagge,35,335,5,50,33
23/07/07,ISG Jelly,36,335,5,51,35
23/07/07,C9 Destiny,37,335,5,58,50
23/07/07,GG Licorice,38,330,5,49,32
23/07/07,100 Tenacity,39,330,5,55,47
23/07/07,C9 Darshan,40,320,5,63,65
23/07/07,C9 Malice,41,310,5,48,34
23/07/07,R7 Cepted,42,305,5,51,41
23/07/07,MU Niles,43,305,5,55,50
23/07/07,FLY Philip,44,305,5,63,67
23/07/07,TL Santorin,45,300,5,46,35
23/07/07,GG Pridestalkr,46,295,5,74,89
23/07/07,Stunt,47,290,5,56,56
23/07/07,100X Sword,48,290,5,57,61
23/07/07,IMA Winston,49,280,5,71,88
23/07/07,XTN Keine,50,270,5,48,44
23/07/07,DIG Neo,51,260,0,34,16
23/07/07,Gweiss,52,260,0,47,43
23/07/07,C9 Summit,53,255,0,36,23
23/07/07,CLG Jenkins,54,255,0,39,29
23/07/07,EG Impact,55,255,0,46,41
23/07/07,IMT PowerOfEvil,56,250,0,35,21
23/07/07,UCI duong pro,57,250,0,46,46
23/07/07,TSM Shenyi,58,245,0,47,45
23/07/07,TL Bjergsen,59,240,0,38,29
23/07/07,EST Bvoy,60,240,0,64,82
23/07/07,AK Leza,61,235,0,40,33
23/07/07,CLG Luger,62,235,0,49,52
23/07/07,R7 SoHwan,63,235,0,50,55
23/07/07,100 Closer,64,230,0,36,26
23/07/07,TL Bwipo,65,230,0,40,34
23/07/07,CLG Palafox,66,230,0,51,60
23/07/07,100 JimieN,67,225,0,40,36
23/07/07,AK Luci,68,220,0,50,58
23/07/07,EG Vulcan,69,215,0,33,24
23/07/07,FLY toucouille,70,210,0,45,49
23/07/07,FEAR Sketch,71,205,0,40,45
23/07/07,AZE Lonely,72,200,0,26,12
23/07/07,AK CaD,73,195,0,31,26
23/07/07,FLY Spirax,74,195,0,36,33
23/07/07,DIG Insanity,75,195,0,40,43
23/07/07,Svenskeren,76,190,0,30,22
23/07/07,JK ry0ma,77,190,0,31,24
23/07/07,C9 Isles,78,190,0,31,26
23/07/07,IMT Pretty,79,190,0,43,48
23/07/07,C9 Blaber,80,185,0,25,13
23/07/07,IMT Revenge,81,185,0,40,44
23/07/07,TSM V1per,82,180,0,32,28
23/07/07,GG Concept,83,180,0,42,49
23/07/07,100 huhi,84,180,0,42,50
23/07/07,TSM Instinct,85,175,0,50,65
23/07/07,IMT Xerxe,86,170,0,27,20
23/07/07,C9 Berserker,87,165,0,27,22
23/07/07,AK Hoglet,88,160,0,26,22
23/07/07,EG Inspired,89,160,0,29,26
23/07/07,C9 Jensen,90,160,0,32,36
23/07/07,R7 Oddie,91,155,0,25,20
23/07/07,TL Haeri,92,155,0,37,49
23/07/07,ISG Grell,93,150,0,36,42
23/07/07,CLG RoseThorn,94,145,0,22,15
23/07/07,GG Stixxay,95,140,0,21,19
23/07/07,FLY aphromoo,96,140,0,31,35
23/07/07,EST Lyg,97,140,0,45,66
23/07/07,DIG JayJ,98,135,0,21,15
23/07/07,100 FBI,99,135,0,27,28
23/07/07,WC Strompest,100,135,0,37,52
23/07/07,INF cody,101,130,0,27,29
23/07/07,IMT Joey,102,130,0,33,40
23/07/07,C9 Copy,103,125,0,15,5
23/07/07,IMT Dardoch,104,125,0,20,15
23/07/07,TSM Tactical,105,120,0,20,16
23/07/07,TL Bradley,106,120,0,37,51
23/07/07,IMT WildTurtle,107,115,0,22,21
23/07/07,CLG Contractz,108,110,0,13,4
23/07/07,NOT 5fire,109,110,0,17,12
23/07/07,C9 Wixxi,110,110,0,21,22
23/07/07,GG Array,111,105,0,31,42
23/07/07,Keith,112,105,0,30,42
23/07/07,300 Minui,113,100,0,16,14
23/07/07,3P Messages,114,95,0,14,11
23/07/07,XTN Bardito,115,95,0,20,23
23/07/07,GET Fix,116,95,0,38,59
23/07/07,IMT Chad,117,90,0,18,18
23/07/07,INF Ackerman,118,90,0,18,20
23/07/07,GG Chime,119,85,0,16,15
23/07/07,TA Nightstar,120,85,0,24,35
23/07/07,NOT Gryffinn,121,85,0,24,37
23/07/07,TSM Hyper,122,80,0,11,7
23/07/07,CLG Prismal,123,80,0,21,26
23/07/07,FLY Yuuji,124,80,0,28,40
23/07/07,XTN Archer,125,80,0,29,46
23/07/07,UCI Kim Down,126,75,0,11,8
23/07/07,100 Ssumday,127,75,0,23,33
23/07/07,FEAR Trixter,128,70,0,10,7
23/07/07,300 Raheen,129,70,0,11,8
23/07/07,TA Chookies,130,70,0,12,11
23/07/07,TSM Keaiduo,131,65,0,7,3
23/07/07,C9 Qit0ng,132,65,0,19,28
23/07/07,DARE Enigma,133,60,0,9,7
23/07/07,SN Saico,134,60,0,15,20
23/07/07,R7 Slow,135,60,0,18,25
23/07/07,WC Crazy Goose,136,60,0,28,44
23/07/07,EG Soligo,137,60,0,25,40
23/07/07,TA Dec0y,138,60,0,20,33
23/07/07,TSM Spica,139,55,0,8,5
23/07/07,CLG Solo,139,55,0,8,5
23/07/07,EG Danny,141,55,0,9,7
23/07/07,C9 k1ng,142,55,0,10,10
23/07/07,DIG Spawn,143,55,0,9,12
23/07/07,CLG Poome,144,55,0,23,35
23/07/07,AK Pancake,145,55,0,16,25
23/07/07,Pobelter,146,55,0,29,50
23/07/07,XTN Horus,147,50,0,8,6
23/07/07,BOG B3nji,148,50,0,9,8
23/07/07,AZE 5kid,149,50,0,12,14
23/07/07,BOG Inori,150,50,0,7,10
23/07/07,100X Keel,151,50,0,26,43
23/07/07,GET Warangelus,152,50,0,37,64
23/07/07,AGT Duoking1,153,45,0,6,3
23/07/07,JK Scoooped,153,45,0,6,3
23/07/07,WIN FrostForest,155,45,0,7,6
23/07/07,UCI Cinna,156,45,0,8,7
23/07/07,MU Shady,157,45,0,8,8
23/07/07,DIG FakeGod,158,45,0,10,11
23/07/07,XTN camilo,159,45,0,12,15
23/07/07,DIG eXyu,160,45,0,12,16
23/07/07,WU Kenji,161,45,0,16,25
23/07/07,Doublelift,162,45,0,19,30
23/07/07,WC Jeremy,163,45,0,17,28
23/07/07,Creamcheese,164,45,0,55,105
23/07/07,3P Dinka,165,40,0,4,0
23/07/07,TSM Huni,166,40,0,5,3
23/07/07,DIG Blue,167,40,0,7,6
23/07/07,DIG Gamsu,168,40,0,8,12
23/07/07,INF Kz,169,40,0,15,24
23/07/07,TSM Yursan,169,40,0,10,16
23/07/07,100X DARKWINGS,171,40,0,11,18
23/07/07,BAY Seranok,172,40,0,19,35
23/07/07,AOE Zamudo,173,40,0,8,16
23/07/07,WC Toasty,174,35,0,4,1
23/07/07,WC 0 n a t,175,35,0,4,3
23/07/07,100X Sniper,176,35,0,5,4
23/07/07,CLG Triple,177,35,0,7,8
23/07/07,GTC Vakin,178,35,0,8,10
23/07/07,UCI Misterdot,179,35,0,5,7
23/07/07,MU APA,180,35,0,8,12
23/07/07,EST Acce,181,35,0,39,76
23/07/07,R7 Daiky,182,35,0,9,18
23/07/07,TL Rhino,183,30,0,4,2
23/07/07,GG Violet,184,30,0,4,3
23/07/07,EG donbray,185,30,0,6,6
23/07/07,IMA shochi,185,30,0,6,6
23/07/07,RAD Lightpulse,187,30,0,11,19
23/07/07,AK Skeeto,188,30,0,13,23
23/07/07,100 BMFX,189,25,0,3,1
23/07/07,NOT Dragoon,190,25,0,4,3
23/07/07,GG Akaadian,191,25,0,5,6
23/07/07,NOT Jishuka,192,25,0,7,9
23/07/07,SN im baekho,193,25,0,8,11
23/07/07,UCI dtro18,194,25,0,13,22
23/07/07,C9 Trevor,195,25,0,8,14
23/07/07,WC Griffin,196,25,0,17,33
23/07/07,XTN Zerito,197,25,0,10,29
23/07/07,Qit0ng,198,20,0,2,0
23/07/07,EGP Faisal,199,20,0,3,2
23/07/07,TG Qwacker,200,20,0,2,2
23/07/07,BAY Bejjaniii,201,20,0,5,6
23/07/07,MUS Getback,202,20,0,4,6
23/07/07,INF Jauny,202,20,0,6,9
23/07/07,UCI sahori,204,20,0,3,5
23/07/07,BAY Dragonmin,205,20,0,5,9
23/07/07,DARE Censored,206,20,0,3,6
23/07/07,UCI Berik,207,15,0,2,1
23/07/07,Sneaky,208,15,0,2,2
23/07/07,DIG Eclipse,209,15,0,3,4
23/07/07,SN Firetheft,210,15,0,2,3
23/07/07,ISG FIare,210,15,0,2,3
23/07/07,Goldenglue,212,15,0,5,8
23/07/07,ISG seiya,213,15,0,3,5
23/07/07,NR Pynt,213,15,0,3,5
23/07/07,AZE Aloned,215,15,0,11,19
23/07/07,300 Perry,216,15,0,5,10
23/07/07,IMA animegirl,216,15,0,3,6
23/07/07,AK Zothve,218,15,0,27,59
23/07/07,CLG Meech,219,15,0,2,7
23/07/07,EGP Doxa,220,10,0,1,0
23/07/07,C9 Fudge,220,10,0,1,0
23/07/07,WC Rhino,220,10,0,1,0
23/07/07,AnDa,220,10,0,1,0
23/07/07,ISG Gavotto,224,10,0,2,2
23/07/07,RAD Bluster,224,10,0,1,1
23/07/07,BOG dshao,224,10,0,2,2
23/07/07,YU Wally,224,10,0,1,1
23/07/07,R7 Ceo,228,10,0,3,4
23/07/07,GET Plugo,229,10,0,2,3
23/07/07,3P Munchy,229,10,0,2,3
23/07/07,ISU DrewDozer,231,10,0,1,2
23/07/07,WC Onat,232,10,0,2,5
23/07/07,BOG Tuesday,233,10,0,1,3
23/07/07,CIyde,234,10,0,7,22
23/07/07,RAD Crimson,235,5,0,1,1
23/07/07,3P Lunar2,235,5,0,1,1
23/07/07,WIN Avano,237,5,0,3,7
23/07/07,EG SkyTec,238,5,0,15,37
23/07/07,DARE Blossoms,239,5,0,4,10
23/07/07,MUS Kind,240,0,0,3,6
23/07/07,BAY SophistSage,240,0,0,1,2
23/07/07,AZE Straight,240,0,0,4,8
23/07/07,WIN Vex,243,0,0,8,17
23/07/07,ISG Follow,244,0,0,3,7
23/07/07,MU Azog,245,0,0,9,22
23/07/07,BAY Braine,246,0,0,2,5
23/07/07,ISU Tempos,246,0,0,2,5
23/07/07,WIN Mordio,248,0,0,5,14
23/07/07,NOT Blazze,249,0,0,1,3
23/07/07,TFTS Leemo,249,0,0,3,9
23/07/07,DIG Biofrost,249,0,0,2,6
23/07/07,INF Brayaron,249,0,0,4,12
23/07/07,EGP LEO99,253,0,0,1,4
23/07/07,XTN Tyr,253,0,0,2,8
23/07/07,MU Aizo,253,0,0,1,4
23/07/07,ISU Yen,256,0,0,2,9
23/07/07,AOER Nemesis9,257,0,0,2,10
23/07/07,MU Odd Orange,258,0,0,2,12
23/07/07,EGP Daption,258,0,0,1,6
23/07/07,WC Rapid,260,0,0,1,8
23/07/07,GET Fs,261,0,0,1,9
23/07/07,INF SolidSnake,262,0,0,1,11
23/07/07,DARE Snow2,263,0,0,0,4
23/07/07,TG Cozy,263,0,0,0,1
23/07/07,WIN Saint GRIMM,263,0,0,0,9
23/07/07,SN Pseudo,263,0,0,0,5
23/07/07,Mash,263,0,0,0,3
23/07/07,100X Mist,263,0,0,0,1
23/07/07,TG Links,263,0,0,0,2
23/07/07,C9 Winsome,263,0,0,0,3
23/07/07,GG Iconic,263,0,0,0,2
23/07/07,Min,263,0,0,0,1
23/07/07,3P MikeYeung,263,0,0,0,3
23/07/07,GTC SiddyWiddy,263,0,0,0,2
23/07/06,EG jojopyun,1,885,50,126,76
23/07/06,GG Olleh,2,800,40,114,69
23/07/06,EG Kaori,3,780,30,119,82
23/07/06,EG Srtty,4,740,30,109,70
23/07/06,C9 Zven,5,725,30,105,65
23/07/06,BOG RJS,6,650,20,130,130
23/07/06,TSM Mia,7,635,20,100,73
23/07/06,TL Armao,8,630,20,98,70
23/07/06,FLY Kumo,9,625,20,115,107
23/07/06,CLG Dhokla,10,605,20,91,61
23/07/06,EG Tomio,11,590,10,105,92
23/07/06,DIG River,12,565,10,73,34
23/07/06,GG Tony Top,13,535,10,99,91
23/07/06,TL Yeon,14,490,10,72,46
23/07/06,ISG ADD,15,480,10,62,28
23/07/06,FLY Tomo,16,475,10,72,49
23/07/06,SN Ariendel,17,455,10,82,73
23/07/06,IMT Lost,18,450,10,63,36
23/07/06,IMT Kenvi,19,440,10,65,42
23/07/06,FLY Josedeodo,20,440,10,78,68
23/07/06,TL Hans sama,21,435,10,64,41
23/07/06,CLG Breezy,22,435,10,80,73
23/07/06,Lourlo,23,415,10,93,103
23/07/06,TSM Takeover,24,405,10,79,80
23/07/06,IMT Arrow,25,395,10,63,47
23/07/06,AZE Dimitry,26,390,5,62,48
23/07/06,EG Smoothie,27,390,5,74,70
23/07/06,TL CoreJJ,28,385,5,59,41
23/07/06,FLY Johnsun,29,380,5,55,34
23/07/06,GG Ablazeolive,30,380,5,66,56
23/07/06,100 Busio,31,375,5,62,52
23/07/06,TL Eyla,32,355,5,55,39
23/07/06,EGP Yukino,33,355,5,61,51
23/07/06,FLY Diamond,34,340,5,72,76
23/07/06,100 Abbedagge,35,335,5,50,33
23/07/06,ISG Jelly,36,335,5,51,35
23/07/06,C9 Destiny,37,335,5,58,50
23/07/06,GG Licorice,38,330,5,49,32
23/07/06,100 Tenacity,39,330,5,55,47
23/07/06,C9 Darshan,40,320,5,63,65
23/07/06,C9 Malice,41,310,5,48,34
23/07/06,R7 Cepted,42,305,5,51,41
23/07/06,MU Niles,43,305,5,55,50
23/07/06,FLY Philip,44,305,5,63,67
23/07/06,TL Santorin,45,300,5,46,35
23/07/06,GG Pridestalkr,46,295,5,74,89
23/07/06,Stunt,47,290,5,56,56
23/07/06,100X Sword,48,290,5,57,61
23/07/06,IMA Winston,49,280,5,71,88
23/07/06,XTN Keine,50,270,5,48,44
23/07/06,DIG Neo,51,260,0,34,16
23/07/06,Gweiss,52,260,0,47,43
23/07/06,C9 Summit,53,255,0,36,23
23/07/06,CLG Jenkins,54,255,0,39,29
23/07/06,EG Impact,55,255,0,46,41
23/07/06,IMT PowerOfEvil,56,250,0,35,21
23/07/06,UCI duong pro,57,250,0,46,46
23/07/06,TSM Shenyi,58,245,0,47,45
23/07/06,TL Bjergsen,59,240,0,38,29
23/07/06,EST Bvoy,60,240,0,64,82
23/07/06,AK Leza,61,235,0,40,33
23/07/06,CLG Luger,62,235,0,49,52
23/07/06,R7 SoHwan,63,235,0,50,55
23/07/06,100 Closer,64,230,0,36,26
23/07/06,TL Bwipo,65,230,0,40,34
23/07/06,CLG Palafox,66,230,0,51,60
23/07/06,100 JimieN,67,225,0,40,36
23/07/06,AK Luci,68,220,0,50,58
23/07/06,EG Vulcan,69,215,0,33,24
23/07/06,FLY toucouille,70,210,0,45,49
23/07/06,FEAR Sketch,71,205,0,40,45
23/07/06,AZE Lonely,72,200,0,26,12
23/07/06,AK CaD,73,195,0,31,26
23/07/06,FLY Spirax,74,195,0,36,33
23/07/06,DIG Insanity,75,195,0,40,43
23/07/06,Svenskeren,76,190,0,30,22
23/07/06,JK ry0ma,77,190,0,31,24
23/07/06,C9 Isles,78,190,0,31,26
23/07/06,IMT Pretty,79,190,0,43,48
23/07/06,C9 Blaber,80,185,0,25,13
23/07/06,IMT Revenge,81,185,0,40,44
